Title,Slug,URL
"Rail track maintenance worker","rail-track-maintenance-worker","https://nationalcareers.service.gov.uk/job-profiles/rail-track-maintenance-worker"
"Railway signaller","railway-signaller","https://nationalcareers.service.gov.uk/job-profiles/railway-signaller"
"Receptionist","receptionist","https://nationalcareers.service.gov.uk/job-profiles/receptionist"
"Recruitment consultant","recruitment-consultant","https://nationalcareers.service.gov.uk/job-profiles/recruitment-consultant"
"Recycled metals worker","recycled-metals-worker","https://nationalcareers.service.gov.uk/job-profiles/recycled-metals-worker"
"Recycling engagement officer","recycling-officer","https://nationalcareers.service.gov.uk/job-profiles/recycling-officer"
"Recycling operative","recycling-operative","https://nationalcareers.service.gov.uk/job-profiles/recycling-operative"
"Reflexologist","reflexologist","https://nationalcareers.service.gov.uk/job-profiles/reflexologist"
"Refrigeration and air-conditioning installer","refrigeration-and-air-conditioning-installer","https://nationalcareers.service.gov.uk/job-profiles/refrigeration-and-air-conditioning-installer"
"Registrar of births, deaths, marriages and civil partnerships","registrar-of-births-deaths-marriages-and-civil-partnerships","https://nationalcareers.service.gov.uk/job-profiles/registrar-of-births-deaths-marriages-and-civil-partnerships"
"Reiki healer","reiki-healer","https://nationalcareers.service.gov.uk/job-profiles/reiki-healer"
"Religious leader","religious-leader","https://nationalcareers.service.gov.uk/job-profiles/religious-leader"
"Removals worker","removals-worker","https://nationalcareers.service.gov.uk/job-profiles/removals-worker"
"Renewable energy engineer","energy-engineer","https://nationalcareers.service.gov.uk/job-profiles/energy-engineer"
"Reprographic assistant","reprographic-assistant","https://nationalcareers.service.gov.uk/job-profiles/reprographic-assistant"
"Research scientist","research-scientist","https://nationalcareers.service.gov.uk/job-profiles/research-scientist"
"Residential support worker","residential-support-worker","https://nationalcareers.service.gov.uk/job-profiles/residential-support-worker"
"Resort representative","resort-representative","https://nationalcareers.service.gov.uk/job-profiles/resort-representative"
"Restaurant manager","restaurant-manager","https://nationalcareers.service.gov.uk/job-profiles/restaurant-manager"
"Retail buyer","retail-buyer","https://nationalcareers.service.gov.uk/job-profiles/retail-buyer"
"Retail manager","retail-manager","https://nationalcareers.service.gov.uk/job-profiles/retail-manager"
"Retail merchandiser","retail-merchandiser","https://nationalcareers.service.gov.uk/job-profiles/retail-merchandiser"
"Road transport manager","road-transport-manager","https://nationalcareers.service.gov.uk/job-profiles/road-transport-manager"
"Road worker","road-worker","https://nationalcareers.service.gov.uk/job-profiles/road-worker"
"Roadie","roadie","https://nationalcareers.service.gov.uk/job-profiles/roadie"
"Roadside assistance technician","motor-vehicle-breakdown-engineer","https://nationalcareers.service.gov.uk/job-profiles/motor-vehicle-breakdown-engineer"
"Robotics engineer","robotics-engineer","https://nationalcareers.service.gov.uk/job-profiles/robotics-engineer"
"Rolling stock engineering technician","rail-engineering-technician","https://nationalcareers.service.gov.uk/job-profiles/rail-engineering-technician"
"Roofer","roofer","https://nationalcareers.service.gov.uk/job-profiles/roofer"
"Roustabout","roustabout","https://nationalcareers.service.gov.uk/job-profiles/roustabout"
"Royal Marines commando","royal-marines-commando","https://nationalcareers.service.gov.uk/job-profiles/royal-marines-commando"
"Royal Marines officer","royal-marines-officer","https://nationalcareers.service.gov.uk/job-profiles/royal-marines-officer"
"Royal Navy officer","royal-navy-officer","https://nationalcareers.service.gov.uk/job-profiles/royal-navy-officer"
"Royal Navy rating","royal-navy-rating","https://nationalcareers.service.gov.uk/job-profiles/royal-navy-rating"
"RQF assessor","qcf-assessor","https://nationalcareers.service.gov.uk/job-profiles/qcf-assessor"
"RSPCA inspector","rspca-inspector","https://nationalcareers.service.gov.uk/job-profiles/rspca-inspector"
"Rural surveyor","rural-surveyor","https://nationalcareers.service.gov.uk/job-profiles/rural-surveyor"
"Sailing instructor","sailing-instructor","https://nationalcareers.service.gov.uk/job-profiles/sailing-instructor"
"Sales administrator","sales-administrator","https://nationalcareers.service.gov.uk/job-profiles/sales-administrator"
"Sales assistant","sales-assistant","https://nationalcareers.service.gov.uk/job-profiles/sales-assistant"
"Sales manager","sales-manager","https://nationalcareers.service.gov.uk/job-profiles/sales-manager"
"Sales representative","sales-representative","https://nationalcareers.service.gov.uk/job-profiles/sales-representative"
"Satellite engineer","satellite-engineer","https://nationalcareers.service.gov.uk/job-profiles/satellite-engineer"
"Scaffolder","scaffolder","https://nationalcareers.service.gov.uk/job-profiles/scaffolder"
"Scenes of crime officer","scenes-of-crime-officer","https://nationalcareers.service.gov.uk/job-profiles/scenes-of-crime-officer"
"School business manager","school-business-manager","https://nationalcareers.service.gov.uk/job-profiles/school-business-manager"
"School houseparent","school-matron","https://nationalcareers.service.gov.uk/job-profiles/school-matron"
"School lunchtime supervisor","school-lunchtime-supervisor","https://nationalcareers.service.gov.uk/job-profiles/school-lunchtime-supervisor"
"School nurse","school-nurse","https://nationalcareers.service.gov.uk/job-profiles/school-nurse"
"School secretary","school-secretary","https://nationalcareers.service.gov.uk/job-profiles/school-secretary"
"Screenwriter","screenwriter","https://nationalcareers.service.gov.uk/job-profiles/screenwriter"
"Secondary school teacher","secondary-school-teacher","https://nationalcareers.service.gov.uk/job-profiles/secondary-school-teacher"
"Secretary","secretary","https://nationalcareers.service.gov.uk/job-profiles/secretary"
"Security manager","security-manager","https://nationalcareers.service.gov.uk/job-profiles/security-manager"
"Security officer","security-officer","https://nationalcareers.service.gov.uk/job-profiles/security-officer"
"Security Service personnel","security-service-personnel","https://nationalcareers.service.gov.uk/job-profiles/security-service-personnel"
"Security systems installer","security-systems-installer","https://nationalcareers.service.gov.uk/job-profiles/security-systems-installer"
"Seismologist","seismologist","https://nationalcareers.service.gov.uk/job-profiles/seismologist"
"Senior care worker","senior-care-worker","https://nationalcareers.service.gov.uk/job-profiles/senior-care-worker"
"Set designer","set-designer","https://nationalcareers.service.gov.uk/job-profiles/set-designer"
"Sewing machinist","sewing-machinist","https://nationalcareers.service.gov.uk/job-profiles/sewing-machinist"
"Shopfitter","shopfitter","https://nationalcareers.service.gov.uk/job-profiles/shopfitter"
"Shopkeeper","shopkeeper","https://nationalcareers.service.gov.uk/job-profiles/shopkeeper"
"Sign maker","signmaker","https://nationalcareers.service.gov.uk/job-profiles/signmaker"
"Signalling technician","signalling-technician","https://nationalcareers.service.gov.uk/job-profiles/signalling-technician"
"Skills for life teacher","skills-for-life-teacher","https://nationalcareers.service.gov.uk/job-profiles/skills-for-life-teacher"
"Smart home installer","smart-home-installer","https://nationalcareers.service.gov.uk/job-profiles/smart-home-installer"
"Smart meter installer","smart-meter-installer","https://nationalcareers.service.gov.uk/job-profiles/smart-meter-installer"
"Social media influencer","vlogger","https://nationalcareers.service.gov.uk/job-profiles/vlogger"
"Social media manager","social-media-manager","https://nationalcareers.service.gov.uk/job-profiles/social-media-manager"
"Social services manager","social-services-manager","https://nationalcareers.service.gov.uk/job-profiles/social-services-manager"
"Social work assistant","social-work-assistant","https://nationalcareers.service.gov.uk/job-profiles/social-work-assistant"
"Social worker","social-worker","https://nationalcareers.service.gov.uk/job-profiles/social-worker"
"Software developer","software-developer","https://nationalcareers.service.gov.uk/job-profiles/software-developer"
"Soldier","soldier","https://nationalcareers.service.gov.uk/job-profiles/soldier"
"Solicitor","solicitor","https://nationalcareers.service.gov.uk/job-profiles/solicitor"
"Solutions architect","solutions-architect","https://nationalcareers.service.gov.uk/job-profiles/solutions-architect"
"Sonographer","sonographer","https://nationalcareers.service.gov.uk/job-profiles/sonographer"
"Special educational needs (SEN) teacher","special-educational-needs-sen-teacher","https://nationalcareers.service.gov.uk/job-profiles/special-educational-needs-sen-teacher"
"Special educational needs (SEN) teaching assistant","special-educational-needs-sen-teaching-assistant","https://nationalcareers.service.gov.uk/job-profiles/special-educational-needs-sen-teaching-assistant"
"Speech and language therapist","speech-and-language-therapist","https://nationalcareers.service.gov.uk/job-profiles/speech-and-language-therapist"
"Speech and language therapy assistant","speech-and-language-therapy-assistant","https://nationalcareers.service.gov.uk/job-profiles/speech-and-language-therapy-assistant"
"Sport and exercise psychologist","sport-and-exercise-psychologist","https://nationalcareers.service.gov.uk/job-profiles/sport-and-exercise-psychologist"
"Sports coach","sports-coach","https://nationalcareers.service.gov.uk/job-profiles/sports-coach"
"Sports commentator","sports-commentator","https://nationalcareers.service.gov.uk/job-profiles/sports-commentator"
"Sports development officer","sports-development-officer","https://nationalcareers.service.gov.uk/job-profiles/sports-development-officer"
"Sports professional","sports-professional","https://nationalcareers.service.gov.uk/job-profiles/sports-professional"
"Stage manager","stage-manager","https://nationalcareers.service.gov.uk/job-profiles/stage-manager"
"Stagehand","stagehand","https://nationalcareers.service.gov.uk/job-profiles/stagehand"
"Steel erector","steel-erector","https://nationalcareers.service.gov.uk/job-profiles/steel-erector"
"Steel fixer","steel-fixer","https://nationalcareers.service.gov.uk/job-profiles/steel-fixer"
"Steeplejack","steeplejack","https://nationalcareers.service.gov.uk/job-profiles/steeplejack"
"Stock control assistant","stock-control-assistant","https://nationalcareers.service.gov.uk/job-profiles/stock-control-assistant"
"Stockbroker","stockbroker","https://nationalcareers.service.gov.uk/job-profiles/stockbroker"
"Stonemason","stonemason","https://nationalcareers.service.gov.uk/job-profiles/stonemason"
"Store detective","store-detective","https://nationalcareers.service.gov.uk/job-profiles/store-detective"
"Street food trader","street-food-trader","https://nationalcareers.service.gov.uk/job-profiles/street-food-trader"
"Structural engineer","structural-engineer","https://nationalcareers.service.gov.uk/job-profiles/structural-engineer"
"Studio sound engineer","studio-sound-engineer","https://nationalcareers.service.gov.uk/job-profiles/studio-sound-engineer"
"Substance misuse outreach worker","substance-misuse-outreach-worker","https://nationalcareers.service.gov.uk/job-profiles/substance-misuse-outreach-worker"
"Supervisor","supervisor","https://nationalcareers.service.gov.uk/job-profiles/supervisor"
"Supply chain manager","supply-chain-manager","https://nationalcareers.service.gov.uk/job-profiles/supply-chain-manager"
"Surgeon","surgeon","https://nationalcareers.service.gov.uk/job-profiles/surgeon"
"Surveying technician","technical-surveyor","https://nationalcareers.service.gov.uk/job-profiles/technical-surveyor"
"Swimming teacher","swimming-teacher","https://nationalcareers.service.gov.uk/job-profiles/swimming-teacher"
"Systems analyst","systems-analyst","https://nationalcareers.service.gov.uk/job-profiles/systems-analyst"
"Tailor","tailor","https://nationalcareers.service.gov.uk/job-profiles/tailor"
"Tattooist and body piercer","tattooist-and-body-piercer","https://nationalcareers.service.gov.uk/job-profiles/tattooist-and-body-piercer"
"Tax adviser","tax-adviser","https://nationalcareers.service.gov.uk/job-profiles/tax-adviser"
"Tax inspector","tax-inspector","https://nationalcareers.service.gov.uk/job-profiles/tax-inspector"
"Taxi driver","taxi-driver","https://nationalcareers.service.gov.uk/job-profiles/taxi-driver"
"Teaching assistant","teaching-assistant","https://nationalcareers.service.gov.uk/job-profiles/teaching-assistant"
"Technical architect","technical-architect","https://nationalcareers.service.gov.uk/job-profiles/technical-architect"
"Technical author","technical-author","https://nationalcareers.service.gov.uk/job-profiles/technical-author"
"Technical brewer","technical-brewer","https://nationalcareers.service.gov.uk/job-profiles/technical-brewer"
"Telecoms engineer","telecoms-engineer","https://nationalcareers.service.gov.uk/job-profiles/telecoms-engineer"
"Test lead","test-lead","https://nationalcareers.service.gov.uk/job-profiles/test-lead"
"Textile designer","textile-designer","https://nationalcareers.service.gov.uk/job-profiles/textile-designer"
"Textile operative","textile-operative","https://nationalcareers.service.gov.uk/job-profiles/textile-operative"
"Thatcher","thatcher","https://nationalcareers.service.gov.uk/job-profiles/thatcher"
"Thermal insulation engineer","thermal-insulation-engineer","https://nationalcareers.service.gov.uk/job-profiles/thermal-insulation-engineer"
"Tiler","tiler","https://nationalcareers.service.gov.uk/job-profiles/tiler"
"Toolmaker","toolmaker","https://nationalcareers.service.gov.uk/job-profiles/toolmaker"
"Tour manager","tour-manager","https://nationalcareers.service.gov.uk/job-profiles/tour-manager"
"Tourist guide","tourist-guide","https://nationalcareers.service.gov.uk/job-profiles/tourist-guide"
"Tourist information centre assistant","tourist-information-centre-assistant","https://nationalcareers.service.gov.uk/job-profiles/tourist-information-centre-assistant"
"Town planner","town-planner","https://nationalcareers.service.gov.uk/job-profiles/town-planner"
"Town planning assistant","town-planning-assistant","https://nationalcareers.service.gov.uk/job-profiles/town-planning-assistant"
"Trade mark attorney","trade-mark-attorney","https://nationalcareers.service.gov.uk/job-profiles/trade-mark-attorney"
"Trade union official","trade-union-official","https://nationalcareers.service.gov.uk/job-profiles/trade-union-official"
"Trading standards officer","trading-standards-officer","https://nationalcareers.service.gov.uk/job-profiles/trading-standards-officer"
"Train conductor","train-conductor","https://nationalcareers.service.gov.uk/job-profiles/train-conductor"
"Train driver","train-driver","https://nationalcareers.service.gov.uk/job-profiles/train-driver"
"Train station worker","train-station-worker","https://nationalcareers.service.gov.uk/job-profiles/train-station-worker"
"Training officer","training-officer","https://nationalcareers.service.gov.uk/job-profiles/training-officer"
"Tram driver","tram-driver","https://nationalcareers.service.gov.uk/job-profiles/tram-driver"
"Translator","translator","https://nationalcareers.service.gov.uk/job-profiles/translator"
"Transport planner","transport-planner","https://nationalcareers.service.gov.uk/job-profiles/transport-planner"
"Travel agent","travel-agent","https://nationalcareers.service.gov.uk/job-profiles/travel-agent"
"Tree surgeon","tree-surgeon","https://nationalcareers.service.gov.uk/job-profiles/tree-surgeon"
"TV or film assistant director","tv-or-film-assistant-director","https://nationalcareers.service.gov.uk/job-profiles/tv-or-film-assistant-director"
"TV or film assistant production co-ordinator","tv-or-film-production-assistant","https://nationalcareers.service.gov.uk/job-profiles/tv-or-film-production-assistant"
"TV or film camera operator","tv-or-film-camera-operator","https://nationalcareers.service.gov.uk/job-profiles/tv-or-film-camera-operator"
"TV or film director","tv-or-film-director","https://nationalcareers.service.gov.uk/job-profiles/tv-or-film-director"
"TV or film producer","tv-or-film-producer","https://nationalcareers.service.gov.uk/job-profiles/tv-or-film-producer"
"TV or film production manager","tv-or-film-production-manager","https://nationalcareers.service.gov.uk/job-profiles/tv-or-film-production-manager"
"TV or film production runner","tv-or-film-production-runner","https://nationalcareers.service.gov.uk/job-profiles/tv-or-film-production-runner"
"TV or film sound technician","tv-or-film-sound-technician","https://nationalcareers.service.gov.uk/job-profiles/tv-or-film-sound-technician"
"TV presenter","tv-presenter","https://nationalcareers.service.gov.uk/job-profiles/tv-presenter"
"User experience (UX) designer","ux-designer","https://nationalcareers.service.gov.uk/job-profiles/ux-designer"
"User researcher","user-researcher","https://nationalcareers.service.gov.uk/job-profiles/user-researcher"
"Vehicle body repairer","vehicle-body-repairer","https://nationalcareers.service.gov.uk/job-profiles/vehicle-body-repairer"
"Vet","vet","https://nationalcareers.service.gov.uk/job-profiles/vet"
"Veterinary nurse","veterinary-nurse","https://nationalcareers.service.gov.uk/job-profiles/veterinary-nurse"
"Veterinary physiotherapist","veterinary-physiotherapist","https://nationalcareers.service.gov.uk/job-profiles/veterinary-physiotherapist"
"Victim care officer","victim-care-officer","https://nationalcareers.service.gov.uk/job-profiles/victim-care-officer"
"Video editor","video-editor","https://nationalcareers.service.gov.uk/job-profiles/video-editor"
"Visitor attraction general manager","visitor-attraction-general-manager","https://nationalcareers.service.gov.uk/job-profiles/visitor-attraction-general-manager"
"Visual merchandiser","visual-merchandiser","https://nationalcareers.service.gov.uk/job-profiles/visual-merchandiser"
"Waiter","waiter","https://nationalcareers.service.gov.uk/job-profiles/waiter"
"Wardrobe assistant","wardrobe-assistant","https://nationalcareers.service.gov.uk/job-profiles/wardrobe-assistant"
"Warehouse manager","warehouse-manager","https://nationalcareers.service.gov.uk/job-profiles/warehouse-manager"
"Warehouse worker","warehouse-worker","https://nationalcareers.service.gov.uk/job-profiles/warehouse-worker"
"Watch or clock repairer","watch-or-clock-repairer","https://nationalcareers.service.gov.uk/job-profiles/watch-or-clock-repairer"
"Water network operative","water-network-operative","https://nationalcareers.service.gov.uk/job-profiles/water-network-operative"
"Water treatment worker","water-treatment-worker","https://nationalcareers.service.gov.uk/job-profiles/water-treatment-worker"
"Web content editor","web-content-editor","https://nationalcareers.service.gov.uk/job-profiles/web-content-editor"
"Web designer","web-designer","https://nationalcareers.service.gov.uk/job-profiles/web-designer"
"Web developer","web-developer","https://nationalcareers.service.gov.uk/job-profiles/web-developer"
"Wedding planner","wedding-planner","https://nationalcareers.service.gov.uk/job-profiles/wedding-planner"
"Welder","welder","https://nationalcareers.service.gov.uk/job-profiles/welder"
"Welfare rights adviser","welfare-rights-officer","https://nationalcareers.service.gov.uk/job-profiles/welfare-rights-officer"
"Wind turbine technician","wind-turbine-technician","https://nationalcareers.service.gov.uk/job-profiles/wind-turbine-technician"
"Window cleaner","window-cleaner","https://nationalcareers.service.gov.uk/job-profiles/window-cleaner"
"Window fabricator","window-fabricator","https://nationalcareers.service.gov.uk/job-profiles/window-fabricator"
"Windscreen fitter","windscreen-fitter","https://nationalcareers.service.gov.uk/job-profiles/windscreen-fitter"
"Wood machinist","wood-machinist","https://nationalcareers.service.gov.uk/job-profiles/wood-machinist"
"Writer","writer","https://nationalcareers.service.gov.uk/job-profiles/writer"
"Yoga teacher","yoga-teacher","https://nationalcareers.service.gov.uk/job-profiles/yoga-teacher"
"Yoga therapist","yoga-therapist","https://nationalcareers.service.gov.uk/job-profiles/yoga-therapist"
"Youth offending team officer","youth-offending-team-officer","https://nationalcareers.service.gov.uk/job-profiles/youth-offending-team-officer"
"Youth worker","youth-worker","https://nationalcareers.service.gov.uk/job-profiles/youth-worker"
"Zookeeper","zookeeper","https://nationalcareers.service.gov.uk/job-profiles/zookeeper"
"Zoologist","zoologist","https://nationalcareers.service.gov.uk/job-profiles/zoologist"
